电芯编号,测试荷电状态_SOC_pct,稳态开路电压_U0_V,放电直流电阻_Rdc_dis_ohm,充电直流电阻_Rdc_chg_ohm,充放电不对称度_asym,撤载松弛电压_relax_V,持续极化电压_eta_V,倍率依赖电阻差_dRdc_ohm,真实健康状态_SOH_实测值
LMO10Ah|PIP15829A00209415,50,3.9214,0.0103999999999999,0.0117599999999999,-0.00136,0.0740999999999996,-0.0223000000000004,-0.0013199999999999,0.67829
LMO10Ah|PIP15D01A03238995,50,3.9193,0.01244,0.01404,-0.0016,0.0819999999999998,-0.0199999999999995,-0.00192,0.67698
LMO10Ah|PIP15829A00210663,50,3.8873,0.00906,0.00992,-0.00086,0.0799000000000003,-0.0342000000000002,-0.00098,0.69477
LMO10Ah|PIP15829A00206931,50,3.8928,0.0093799999999999,0.01004,-0.00066,0.0665,-0.0194999999999998,-0.0011299999999999,0.6853
LMO10Ah|PIP15825A00103075,50,3.8959,0.01096,0.0116799999999999,-0.0007199999999999,0.0731000000000001,-0.0186000000000001,-0.00141,0.66769
LMO10Ah|PIP15D29A03204639,50,3.7943,0.00514,0.0049999999999999,0.00014,0.0491999999999999,-0.0229999999999996,-0.00038,0.79655
LMO10Ah|PIP15D26A03261343,50,3.8866,0.004,0.0040799999999999,-7.999999999999154e-05,0.0430000000000001,-0.0226000000000001,-0.0002,0.71776
LMO10Ah|PIP15825A50203005,50,3.8245,0.0095799999999999,0.0100399999999999,-0.0004599999999999,0.0663999999999997,-0.0184999999999999,-0.0010499999999999,0.76227
LMO10Ah|PIP15825A00103143,50,3.8499,0.0091199999999999,0.0093799999999999,-0.00026,0.0626999999999999,-0.0171999999999998,-0.0009599999999999,0.72993
LMO10Ah|PIP15827A00221240,50,3.9807,0.0167799999999999,0.0209199999999999,-0.0041399999999999,0.1072999999999999,-0.0207000000000001,-0.0035099999999999,0.6051300000000001
LMO10Ah|PIP15D19A03280145,50,3.8334,0.0042999999999999,0.0041199999999999,0.0001799999999999,0.0426999999999999,-0.0210000000000003,-0.0002799999999999,0.7556499999999999
LMO10Ah|PIP15D01A03241499,50,3.7939,0.0047,0.00456,0.00014,0.0445999999999999,-0.0208999999999996,-0.00039,0.80253
LMO10Ah|PIP15710A00246135,50,3.7832,0.00228,0.0021399999999999,0.00014,0.0339,-0.0222999999999999,-0.00014,0.80443
LMO10Ah|PIP15N21A50200177,50,3.6956,0.0024199999999999,0.0022199999999999,0.0001999999999999,0.036,-0.0235000000000003,-0.0002799999999999,0.87844
LMO10Ah|PIP15N21A03201737,50,3.7186,0.0021399999999999,0.0021399999999999,0.0,0.0352999999999998,-0.0242,-0.00019,0.8573600000000001
LMO10Ah|PIP15D22A03248005,50,3.693,0.0032999999999999,0.0031199999999999,0.00018,0.052,-0.0348000000000001,-0.0007299999999999,0.8853099999999999
LMO10Ah|PIP15D15A03236357,50,3.6997,0.00342,0.00326,0.0001599999999999,0.0529000000000001,-0.0352999999999998,-0.00073,0.88667
LMO10Ah|PIP15N21A50200566,50,3.7047,0.003,0.00302,-2.000000000004212e-05,0.0491999999999999,-0.0337999999999998,-0.00054,0.87259
LMO10Ah|PIP15D19A03261038,50,3.6947,0.00278,0.00264,0.0001399999999999,0.0434000000000001,-0.0289000000000001,-0.00047,0.8871399999999999
LMO10Ah|PIP15D25A03226076,50,3.6997,0.0024599999999999,0.0024799999999999,-2.000000000004256e-05,0.0423,-0.0295,-0.0002799999999999,0.87876
LMO10Ah|PIP15827A00221153,50,4.0397,0.0142799999999999,0.0169399999999999,-0.00266,0.1047000000000002,-0.0297,-0.0027699999999999,0.51908
LMO10Ah|PIP15N21A03207437,50,3.709,0.0026399999999999,0.0024799999999999,0.0001599999999999,0.0385999999999997,-0.0251000000000001,-0.0002899999999999,0.86738
LMO10Ah|PIP15D25A03219538,50,3.6868,0.0027,0.00274,-3.999999999999533e-05,0.0457999999999998,-0.0318999999999998,-0.00035,0.89075
LMO10Ah|PIP15N26A01201901,50,3.7014,0.0025,0.00234,0.0001599999999999,0.0369000000000001,-0.024,-0.00034,0.8744500000000001
LMO10Ah|PIP15N15A03208363,50,3.703,0.0046599999999999,0.0049799999999999,-0.0003199999999999,0.0689999999999999,-0.0447999999999999,-0.0010999999999999,0.85451
LMO10Ah|PIP15D01A03233061,50,3.7509,0.0033,0.0030799999999999,0.0002200000000001,0.0415,-0.0245999999999999,-0.00037,0.83956
LMO10Ah|PIP15D01A03245962,50,3.7957,0.00368,0.0036999999999999,-1.999999999995365e-05,0.0423,-0.0234,-0.00025,0.80747
LMO10Ah|PIP15D01A03250557,50,3.7063,0.0030599999999999,0.0029799999999999,7.99999999999911e-05,0.0489999999999999,-0.0333000000000001,-0.0004999999999999,0.86249
LMO10Ah|PIP15D01A03210683,50,3.6867,0.0029399999999999,0.00284,9.999999999994432e-05,0.0473999999999996,-0.0322,-0.0004499999999999,0.88702
LMO10Ah|PIP15D01A03229494,50,3.7327,0.0030999999999999,0.0030599999999999,3.999999999999577e-05,0.036,-0.0201999999999999,-0.0001199999999999,0.83622
LMO10Ah|PIP15D01A03243668,50,3.706,0.00294,0.00284,0.0001,0.0414000000000003,-0.0263999999999997,-0.00024,0.8721099999999999
LMO10Ah|PIP15828A00213703,50,3.9944,0.0118199999999999,0.0136799999999999,-0.0018599999999999,0.0823,-0.0216000000000002,-0.0018699999999999,0.59985
LMO10Ah|PIP15D01A03214955,50,3.6903,0.0038999999999999,0.0037199999999999,0.00018,0.0594000000000001,-0.0393000000000003,-0.0008399999999999,0.87822
LMO10Ah|PIP15N08A03228420,50,3.641,0.0046799999999999,0.00474,-6.0000000000125925e-05,0.0647999999999999,-0.0407000000000001,-0.0011099999999999,0.91801
LMO10Ah|PIP15N08A03232183,50,3.6868,0.00512,0.0051999999999999,-7.99999999999022e-05,0.0714000000000001,-0.0450999999999996,-0.00138,0.8817999999999999
LMO10Ah|PIP15D01A03218382,50,3.7028,0.0036,0.00352,7.99999999999911e-05,0.0575000000000001,-0.0389999999999997,-0.00075,0.8700699999999999
LMO10Ah|PIP15D01A03238599,50,3.6933,0.0034,0.00334,6.000000000003789e-05,0.0533000000000001,-0.0355999999999996,-0.00062,0.87985
LMO10Ah|PIP15D01A03224640,50,3.7012,0.0030199999999999,0.00298,3.9999999999906864e-05,0.0491999999999999,-0.0337,-0.0004899999999999,0.8743299999999999
LMO10Ah|PIP15D01A03221296,50,3.7012,0.0033999999999999,0.0033999999999999,0.0,0.0533999999999998,-0.0358,-0.00059,0.87194
LMO10Ah|PIP15D01A03217542,50,3.6997,0.0039799999999999,0.00392,5.999999999994898e-05,0.0609999999999999,-0.0403999999999999,-0.0008899999999999,0.87094
LMO10Ah|PIP15512A50200009,50,3.7353,0.0038999999999999,0.0038599999999999,3.999999999999577e-05,0.0608999999999997,-0.0409000000000001,-0.0008099999999999,0.8465199999999999
LMO10Ah|PIP15N15A03208341,50,3.6612,0.00578,0.0059599999999999,-0.0001799999999999,0.0793000000000003,-0.0497,-0.00174,0.90113
LMO10Ah|PIP15N22A03240032,50,4.0861,0.0103200000000001,0.0108399999999999,-0.0005199999999998,0.0743,-0.0206999999999997,-0.00135,0.5357700000000001
LMO10Ah|PIP15N15A03208989,50,3.6805,0.0059599999999999,0.0060999999999999,-0.00014,0.0815999999999999,-0.0510999999999999,-0.0018299999999999,0.87996
LMO10Ah|PIP15D25A03236724,50,3.6775,0.00274,0.0026199999999999,0.00012,0.0455,-0.0314,-0.00036,0.91108
LMO10Ah|PIP15N15A03208398,50,3.6765,0.00636,0.00654,-0.00018,0.0849999999999999,-0.0526999999999997,-0.00197,0.88591
LMO10Ah|PIP15502C00208544,50,3.6928,0.00628,0.0064599999999999,-0.0001799999999999,0.0854999999999996,-0.0533999999999998,-0.00182,0.8843500000000001
LMO10Ah|PIP15D01A03206727,50,3.6995,0.0037999999999999,0.00376,3.9999999999906864e-05,0.0581,-0.0386000000000001,-0.0007999999999999,0.87019
LMO10Ah|PIP15N15A03208683,50,3.6947,0.00674,0.0069399999999999,-0.0001999999999999,0.0878999999999998,-0.0535000000000001,-0.00216,0.8652200000000001
LMO10Ah|PIP15N14A03235525,50,3.6682,0.00652,0.00674,-0.0002199999999999,0.0862000000000002,-0.0529999999999999,-0.00204,0.89144
LMO10Ah|PIP15D25A03243702,50,3.6909,0.0037199999999999,0.0034199999999999,0.0003,0.0564,-0.0371000000000001,-0.0009599999999999,0.88907
LMO10Ah|PIP15N30A03228344,50,3.6884,0.0029799999999999,0.00282,0.0001599999999999,0.0452999999999996,-0.0297,-0.0005199999999999,0.8896000000000001
LMO10Ah|PIP15D19A03226854,50,3.6795,0.0034399999999999,0.0032599999999999,0.00018,0.052,-0.0343,-0.0007799999999999,0.89939
LMO10Ah|PIP15829A00218512,50,3.8531,0.00864,0.0093399999999999,-0.0006999999999999,0.0626999999999999,-0.0192999999999998,-0.0008599999999999,0.69177
LMO10Ah|PIP15D15A03236532,50,3.6893,0.00288,0.00266,0.00022,0.0445999999999999,-0.0296999999999996,-0.00052,0.8918200000000001
LMO10Ah|PIP15D25A03209658,50,3.6914,0.00296,0.0028,0.0001599999999999,0.0466999999999999,-0.0313999999999996,-0.00052,0.89053
LMO10Ah|PIP15N21A50200990,50,3.6831,0.00316,0.00296,0.0001999999999999,0.0472000000000001,-0.0310000000000001,-0.0005599999999999,0.89374
LMO10Ah|PIP15N15A03208672,50,3.6858,0.00542,0.00586,-0.0004399999999999,0.0780000000000002,-0.0501999999999998,-0.00163,0.87891
LMO10Ah|PIP15D15A03236823,50,3.6763,0.00316,0.0028999999999999,0.00026,0.0481000000000002,-0.0316,-0.00064,0.90417
LMO10Ah|PIP15N15A03208431,50,3.6672,0.0047399999999999,0.0048,-6.0000000000037454e-05,0.0686999999999997,-0.0442999999999997,-0.0012999999999999,0.90144
LMO10Ah|PIP15512A50200153,50,3.6933,0.0032599999999999,0.0032199999999999,3.999999999999533e-05,0.0537,-0.0369999999999999,-0.0005899999999999,0.8891899999999999
LMO10Ah|PIP15N15A03208383,50,3.7061,0.00496,0.00506,-9.999999999994476e-05,0.0718,-0.0463,-0.0014,0.8746
LMO10Ah|PIP15N15A03204208,50,3.6698,0.0046399999999999,0.0046999999999999,-6.0000000000037454e-05,0.0668999999999999,-0.0430000000000001,-0.0012499999999999,0.8954700000000001
LMO10Ah|PIP15D26A03252860,50,3.6638,0.0024199999999999,0.00238,3.9999999999906864e-05,0.0424999999999999,-0.0298000000000002,-0.0003499999999999,0.92377
LMO10Ah|PIP15829A00217327,50,3.9649,0.0158,0.0194399999999999,-0.0036399999999999,0.1013000000000001,-0.02,-0.00316,0.61491
LMO10Ah|PIP15D26A03256484,50,3.6575,0.0022799999999999,0.0021799999999999,9.999999999994476e-05,0.0384999999999999,-0.0267000000000003,-0.0003099999999999,0.93203
LMO10Ah|PIP15D28A03264309,50,3.6754,0.0025599999999999,0.0025,5.999999999994898e-05,0.0442,-0.0306999999999999,-0.0004499999999999,0.91394
LMO10Ah|PIP1622500C087737,50,3.664,0.0032,0.00312,7.99999999999911e-05,0.0475999999999996,-0.0308999999999999,-0.0006,0.91713
LMO10Ah|PIP15D25A03222735,50,3.6419,0.0032,0.0032,0.0,0.0531999999999999,-0.0365000000000002,-0.00062,0.94788
LMO10Ah|PIP15N08A03232188,50,3.6772,0.00478,0.0048799999999999,-9.999999999994476e-05,0.0692000000000003,-0.0445999999999999,-0.0013,0.89175
LMO10Ah|PIP15N14A03236503,50,3.684,0.00506,0.00516,-0.0001,0.072,-0.0461,-0.0014299999999999,0.87994
LMO10Ah|PIP15D23A03282874,50,3.6998,0.0025599999999999,0.0025199999999999,3.999999999999577e-05,0.0429999999999997,-0.0295,-0.0003799999999999,0.8851100000000001
LMO10Ah|PIP15D19A03271997,50,3.6981,0.0025199999999999,0.00246,5.999999999994898e-05,0.0423,-0.0292000000000003,-0.00038,0.88458
LMO10Ah|PIP15D01A03220958,50,3.6995,0.00316,0.00302,0.0001399999999999,0.0513000000000003,-0.0348000000000001,-0.00065,0.8749399999999999
LMO10Ah|PIP16N1700C039158,50,3.6842,0.0041,0.0040799999999999,2.000000000004169e-05,0.0623,-0.0411000000000001,-0.00104,0.91862
LMO10Ah|PIP15825A00238596,50,3.983,0.0157399999999999,0.0191,-0.00336,0.1077000000000003,-0.0258000000000002,-0.00308,0.58605
LMO10Ah|PIP15D25A03205744,50,3.6812,0.00242,0.00242,0.0,0.0410000000000003,-0.0283999999999999,-0.00031,0.9073
LMO10Ah|PIP15N08A03230424,50,3.7009,0.0048,0.0048799999999999,-7.999999999999154e-05,0.0676000000000001,-0.0428999999999999,-0.0012499999999999,0.87927
LMO10Ah|PIP15N12A03225967,50,3.651,0.0052399999999999,0.0053399999999999,-0.0001,0.0724999999999997,-0.0455999999999998,-0.0014999999999999,0.90827
LMO10Ah|PIP15N21A03210500,50,3.6673,0.0024999999999999,0.00238,0.0001199999999998,0.0375999999999998,-0.0245000000000001,-0.0002599999999999,0.90741
LMO10Ah|PIP15D25A03226871,50,3.6972,0.0025599999999999,0.00246,9.999999999994476e-05,0.0434000000000001,-0.0299,-0.0003499999999999,0.90497
LMO10Ah|PIP15D26A03200099,50,3.6984,0.0037199999999999,0.00362,9.999999999994476e-05,0.0626999999999999,-0.0432000000000001,-0.0007699999999999,0.89191
LMO10Ah|PIP15826A00208229,50,3.9674,0.0135999999999999,0.0158599999999999,-0.00226,0.0979999999999998,-0.0279000000000002,-0.0022899999999999,0.5745199999999999
NMC21Ah|02LCC02100101A8810119814,50,3.6788,0.0009047619047619,0.0008666666666666,3.809523809523389e-05,0.0258000000000002,-0.0154999999999998,-3.333333333334018e-05,1.003619047619048
NMC21Ah|02LCC02100101A87Y0175573,50,3.674,0.0009047619047619,0.0008857142857142,1.9047619047616888e-05,0.0268999999999999,-0.0164999999999997,-3.333333333334018e-05,1.008990476190476
NMC21Ah|02LCC02100101A8810124384,50,3.6777,0.0009238095238095,0.0009047619047618,1.904761904765928e-05,0.0261999999999997,-0.0158,-4.761904761906358e-05,1.005142857142857
NMC21Ah|02LCC02100101A87Y0187911,50,3.6809,0.0008857142857142,0.000895238095238,-9.523809523829586e-06,0.0261,-0.016,-1.904761904759585e-05,0.992709523809524
NMC21Ah|02LCC02100101A87Y0026421,50,3.6803,0.0009523809523809,0.0009333333333333,1.9047619047617e-05,0.0276999999999998,-0.0167999999999999,-2.38095238095106e-05,1.000938095238095
NMC21Ah|02LCC02100101A87Y0161743,50,3.6784,0.0009142857142856,0.0008857142857142,2.8571428571446586e-05,0.0276999999999998,-0.0173999999999998,-3.3333333333319145e-05,1.006814285714286
