电芯编号,材料体系,诊断周期节点,循环次数,测试荷电状态_SOC,实测健康状态_SOH_pct,稳态电压_U0_V,充电直流内阻_ohm,放电直流内阻_ohm,倍率敏感内阻差_ohm,极化过电位_V,充放电不对称度,撤载松弛电压_V
LFP_D2_1,LFP,50-100_cycles,100,20,95.9355,3.2632415294647217,0.0127835220535651,0.0119825306643866,-0.0023661575753502,-0.0323033332824698,-0.0323423114010373,0.0458860397338858
LFP_D2_1,LFP,50-100_cycles,100,50,95.9355,3.3108341693878174,0.0129539570106291,0.0119730734998314,-0.0026109802558914,-0.026166439056396,-0.0393501949775382,0.0474162101745596
LFP_D2_1,LFP,50-100_cycles,100,80,95.9355,3.341413736343384,0.0128910686611709,0.0113724829345,-0.0024942476505342,-0.0233774185180659,-0.0625871163453979,0.0475256443023677
LFP_D2_1,LFP,50-100_cycles,100,95,95.9355,3.339218854904175,0.0119559307176186,0.010580512979986,-0.0018996075125812,-0.0182857513427729,-0.0610308243877333,0.0461282730102539
LFP_D2_2,LFP,0-50_cycles,50,20,97.785,3.260007619857788,0.01482049600974,0.0134332291385823,-0.0027923728333737,-0.0394883155822749,-0.0491003173519591,0.0481178760528568
LFP_D2_2,LFP,0-50_cycles,50,50,97.785,3.310659408569336,0.0144833221404961,0.0126369321029018,-0.0026311265168709,-0.0300312042236332,-0.068081590276527,0.050033807754517
LFP_D2_2,LFP,0-50_cycles,50,80,97.785,3.342435836791992,0.0143753573674014,0.0122203774231619,-0.0026819180387047,-0.0266833305358891,-0.081027276035409,0.054512500762939
LFP_D2_2,LFP,0-50_cycles,50,95,97.785,3.339654922485352,0.0130679529823122,0.0114388041631684,-0.0020075284119655,-0.0235397815704341,-0.0664775355414256,0.0417265892028813
LFP_D2_2,LFP,50-100_cycles,100,20,96.5943,3.261394739151001,0.012573027321313,0.0119068551932216,-0.0022914890572851,-0.035403966903686,-0.0272130443312316,0.04854416847229
LFP_D2_2,LFP,50-100_cycles,100,50,96.5943,3.3105956315994263,0.0125100933483329,0.0115204753553194,-0.002358053003613,-0.0189445018768306,-0.0411816301652109,0.049898624420166
LFP_D2_2,LFP,50-100_cycles,100,80,96.5943,3.3412212133407597,0.0122911799084606,0.0110050078304758,-0.0023723618282106,-0.022403717041016,-0.0552095515540152,0.045706272125245
LFP_D2_2,LFP,50-100_cycles,100,95,96.5943,3.338923931121826,0.0114718081085854,0.0102189294291151,-0.001847769342878,-0.0189464092254638,-0.057760999472362,0.041360855102539
LFP_D3_1,LFP,0-50_cycles,50,20,96.2338,3.266766309738159,0.014460687674474,0.0134089408752743,-0.0027710098714342,-0.03639817237854,-0.037738098924507,0.0540027618408212
LFP_D3_1,LFP,0-50_cycles,50,50,96.2338,3.310821056365967,0.014532415083146,0.012996607896704,-0.0028424880812627,-0.0259652137756352,-0.0557886557603629,0.0544004440307621
LFP_D3_1,LFP,0-50_cycles,50,80,96.2338,3.342313528060913,0.0146231486828768,0.012500856837886,-0.0028000144623171,-0.0245981216430659,-0.0782440426568353,0.0542190074920649
LFP_D3_1,LFP,0-50_cycles,50,95,96.2338,3.338888168334961,0.0131194561767395,0.0115713062553685,-0.0018887353147083,-0.0212903022766122,-0.0627015842717658,0.0488207340240478
LFP_D3_1,LFP,50-100_cycles,100,20,94.3963,3.263105630874634,0.0124643237917109,0.011969747130841,-0.0021562848904083,-0.0347537994384761,-0.0202412713967117,0.0461044311523428
LFP_D3_1,LFP,50-100_cycles,100,50,94.3963,3.310718297958374,0.0123136563664057,0.0116779035860287,-0.0023440366125017,-0.0185186862945561,-0.0264990180562456,0.046126365661621
LFP_D3_1,LFP,50-100_cycles,100,80,94.3963,3.3411576747894287,0.0121355322257278,0.0112698175588584,-0.0024801536009109,-0.0220036506652832,-0.0369878969909495,0.0439610481262211
LFP_D3_1,LFP,50-100_cycles,100,95,94.3963,3.338689088821411,0.0115027610016514,0.0102688319227665,-0.0017339530123873,-0.0189614295959472,-0.0566761046455604,0.0396528244018559
LFP_D3_2,LFP,0-50_cycles,50,20,97.4797,3.270436286926269,0.0141582711232477,0.0131018175378357,-0.00268414587113,-0.0362074375152592,-0.0387545909533387,0.0557725429534907
LFP_D3_2,LFP,0-50_cycles,50,50,97.4797,3.311487197875977,0.0143742729584559,0.0127468084503622,-0.0026593692689512,-0.0277254581451407,-0.0600073604574108,0.0545356273651131
LFP_D3_2,LFP,0-50_cycles,50,80,97.4797,3.342278003692627,0.0143210139774882,0.012200053520775,-0.0026824638395309,-0.020035028457642,-0.0799726653858171,0.0531427860260009
LFP_D3_2,LFP,0-50_cycles,50,95,97.4797,3.339111804962158,0.0126949968771958,0.0113768812584468,-0.0019153002234173,-0.020565509796143,-0.0547574896865777,0.0471422672271719
LFP_D3_2,LFP,50-100_cycles,100,20,95.5843,3.267152070999145,0.0123124564382404,0.0117362566687503,-0.002180509606302,-0.0349009037017831,-0.0239596924345421,0.0456430912017817
LFP_D3_2,LFP,50-100_cycles,100,50,95.5843,3.311406135559082,0.0120390574766653,0.0115326805595016,-0.0023289300104178,-0.0258729457855233,-0.0214823750538339,0.0460088253021235
LFP_D3_2,LFP,50-100_cycles,100,80,95.5843,3.3412532806396484,0.0118826707908163,0.0109956786552848,-0.0023783357312691,-0.018773078918457,-0.0387699356381051,0.0447349548339848
LFP_D3_2,LFP,50-100_cycles,100,95,95.5843,3.338955402374268,0.011238567248622,0.0100462967869669,-0.0016665985610198,-0.0185842514038085,-0.0560149437488305,0.040574312210083
LFP_H2_1,LFP,0-50_cycles,50,20,96.9281,3.269601821899414,0.0149815688621386,0.0137639240192127,-0.0029326097187643,-0.0362880229949951,-0.0423595047735574,0.0540122985839839
LFP_H2_1,LFP,0-50_cycles,50,50,96.9281,3.3108842372894287,0.0153924541482073,0.0136116478090406,-0.0030467858058231,-0.0261270999908438,-0.0613984305320509,0.054459810256958
LFP_H2_1,LFP,0-50_cycles,50,80,96.9281,3.34236741065979,0.0155375467985573,0.0131065203604988,-0.0030677571101866,-0.0243279933929447,-0.0848701556437286,0.052336454391479
LFP_H2_1,LFP,0-50_cycles,50,95,96.9281,3.339054107666016,0.0137756993090895,0.0121851531388302,-0.0021973266699574,-0.0210638046264652,-0.0612671010495546,0.047415018081665
LFP_H2_1,LFP,50-100_cycles,100,20,95.1204,3.2651712894439697,0.0126707010858161,0.0121787956559499,-0.0024023766363256,-0.030990600585937,-0.0197953880103928,0.0483708381652827
LFP_H2_1,LFP,50-100_cycles,100,50,95.1204,3.31079626083374,0.0128440741250857,0.0122266172334431,-0.0026763222133296,-0.0215415954589848,-0.0246286344007246,0.047406911849976
LFP_H2_1,LFP,50-100_cycles,100,80,95.1204,3.341097831726074,0.0127758582064556,0.0116947008942149,-0.0026156946820781,-0.022289752960205,-0.0441819619973903,0.0522899627685551
LFP_H2_1,LFP,50-100_cycles,100,95,95.1204,3.338895559310913,0.0120860121443254,0.0107560161733364,-0.0019308834464254,-0.0184812545776371,-0.0582258262047861,0.0430731773376469
LFP_H2_2,LFP,0-50_cycles,50,20,95.2945,3.269808292388916,0.0152946864131968,0.0139202685639014,-0.0031056679125825,-0.036131858825684,-0.0470450100084978,0.053632259368896
LFP_H2_2,LFP,0-50_cycles,50,50,95.2945,3.310835123062134,0.015602276154209,0.0137635916271543,-0.0031302546906454,-0.0263094902038569,-0.0626129811910963,0.0537459850311279
LFP_H2_2,LFP,0-50_cycles,50,80,95.2945,3.342270612716675,0.0156990892525337,0.0132153606593591,-0.0030739090849693,-0.0245835781097407,-0.085899216507416,0.0521638393402099
LFP_H2_2,LFP,0-50_cycles,50,95,95.2945,3.3391225337982178,0.0139563843866633,0.0123455282800909,-0.0021611224048305,-0.0206775665283198,-0.0612448275903708,0.0472562313079838
LFP_H2_2,LFP,50-100_cycles,100,20,93.3386,3.265489339828491,0.0127220309751772,0.0121728876841001,-0.0022976010328656,-0.034375905990601,-0.0220584488984633,0.0471665859222412
LFP_H2_2,LFP,50-100_cycles,100,50,93.3386,3.3108242750167847,0.0130613648005816,0.0123234604164086,-0.0026212044956111,-0.025712251663208,-0.0290687203029926,0.045632123947144
LFP_H2_2,LFP,50-100_cycles,100,80,93.3386,3.34106993675232,0.0128911328739959,0.0103466707940458,-0.0012185071788055,-0.0211830139160147,-0.109496668286657,0.0482861995697017
LFP_H2_2,LFP,50-100_cycles,100,95,93.3386,3.338893175125122,0.0122472696867901,0.0108487811429971,-0.0019450332509623,-0.0186448097229012,-0.0605509813820353,0.0427465438842769
NCM_B1_1,NCM,0-50_cycles,50,20,101.1451,3.5940945148468018,0.0042285651362092,0.0041700204889917,-0.0001012384874746,-0.0172302722930899,-0.0069707745839792,0.018070220947266
NCM_B1_1,NCM,0-50_cycles,50,50,101.1451,3.745927333831787,0.0043699753905479,0.0049535816578741,-0.0004141239053841,-0.0192492008209228,0.0625948084293599,0.0186514854431152
NCM_B1_1,NCM,0-50_cycles,50,80,101.1451,3.9673898220062256,0.0041353589011171,0.0040764099852575,-0.0002413879259944,-0.0174248218536376,-0.0071785892510255,0.019637107849121
NCM_B1_1,NCM,0-50_cycles,50,95,101.1451,4.115572929382324,0.0043699430246916,0.0043279463895313,-0.000247176008467,-0.0181455612182617,-0.0048283707874817,0.0185437202453613
NCM_B1_1,NCM,50-100_cycles,100,20,102.5776,3.582438468933105,0.0037592167273285,0.0037129737725032,-0.0001940922737364,-0.0188076496124267,-0.0061886745026493,0.0144839286804199
NCM_B1_1,NCM,50-100_cycles,100,50,102.5776,3.7415671348571777,0.003438920708014,0.0043849991695338,-0.0003729550834707,-0.021456241607666,0.1209212870692555,0.0150923728942871
NCM_B1_1,NCM,50-100_cycles,100,80,102.5776,3.965975522994995,0.0037296515902098,0.0036542993279521,-0.0002025565075248,-0.018557071685791,-0.0102048704132489,0.0166902542114257
NCM_B1_1,NCM,50-100_cycles,100,95,102.5776,4.115752696990967,0.003795551636295,0.0038056710936292,-0.0001923476850465,-0.019235610961914,0.0013312933581559,0.0148549079895019
NCM_B1_2,NCM,0-50_cycles,50,20,103.499,3.591366767883301,0.0040930412955825,0.0041857816580639,-0.0001786859301246,-0.017014741897583,0.0112021193109956,0.018329381942749
NCM_B1_2,NCM,0-50_cycles,50,50,103.499,3.742999792098999,0.0042598738581636,0.0048726930233062,-0.000441269863307,-0.0191073417663569,0.0671026200077473,0.0184595584869389
NCM_B1_2,NCM,0-50_cycles,50,80,103.499,3.952723979949951,0.003890008513016,0.0038810057489593,-0.0002200357858175,-0.0167088508605961,-0.0011585056664737,0.0190117359161381
NCM_B1_2,NCM,0-50_cycles,50,95,103.499,4.0982666015625,0.0041982084267724,0.004073513058005,-0.0002323351071371,-0.0163111686706534,-0.0150748993419161,0.0182442665100106
NCM_B1_2,NCM,50-100_cycles,100,20,104.872,3.586174488067627,0.0033660486283804,0.0037735148629039,-0.0001053386095779,-0.0184988975524897,0.057071589183412,0.015779972076416
NCM_B1_2,NCM,50-100_cycles,100,50,104.872,3.745641469955444,0.0040118480248006,0.0046209988442441,-0.0004227044769163,-0.0232810974121089,0.0705619859455314,0.0157220363616938
NCM_B1_2,NCM,50-100_cycles,100,80,104.872,3.9592809677124015,0.0036654567197115,0.0036694494562347,-0.0002397461098027,-0.016667366027832,0.0005443473205356,0.0157086849212637
NCM_B1_2,NCM,50-100_cycles,100,95,104.872,4.108159065246582,0.0038032122568881,0.0038687467441836,-0.000220037688054,-0.0206503868103018,0.0085420799676207,0.0150661468505859
NCM_C2_1,NCM,0-50_cycles,50,20,103.3783,3.580944061279297,0.004157248384722,0.0040627195257247,-0.0001320113033196,-0.0189681053161621,-0.0114999060856729,0.0163450241088858
NCM_C2_1,NCM,0-50_cycles,50,50,103.3783,3.69616436958313,0.0038197150261851,0.0044863824389811,-0.0004188392020621,-0.0173521041870117,0.0802624115105561,0.0159556865692138
NCM_C2_1,NCM,0-50_cycles,50,80,103.3783,3.973132610321045,0.0043090846360079,0.0043157061107179,-0.0002409439419041,-0.021485805511475,0.000767725838742,0.0170631408691401
NCM_C2_1,NCM,0-50_cycles,50,95,103.3783,4.133374214172363,0.0044426980889072,0.0043792361817784,-0.0001975632479428,-0.0207500457763663,-0.0071936499617441,0.0197219848632812
NCM_C2_1,NCM,50-100_cycles,100,20,104.8893,3.574414253234864,0.003919541795066,0.0038361086450537,-9.239941039785194e-05,-0.0180423259735111,-0.0107577244044807,0.015924215316772
NCM_C2_1,NCM,50-100_cycles,100,50,104.8893,3.688976287841797,0.0035464557873151,0.0041018032070594,-0.0003557418043475,-0.0162494182586669,0.0726109589323294,0.0149233341217041
NCM_C2_1,NCM,50-100_cycles,100,80,104.8893,3.956779003143311,0.0040410318241744,0.0039788241671755,-0.0002651948564135,-0.0208768844604501,-0.0077567049914597,0.0170929431915278
NCM_C2_1,NCM,50-100_cycles,100,95,104.8893,4.118260383605957,0.0040052340905436,0.0040798044031142,-0.0002464375310802,-0.0227637290954589,0.0092232476851088,0.016057014465332
NCM_C2_2,NCM,0-50_cycles,50,20,102.8419,3.569308042526245,0.004078231299504,0.0040481778248832,-0.0002131158122637,-0.0174834728240962,-0.0036982477944154,0.0162265300750727
NCM_C2_2,NCM,0-50_cycles,50,50,102.8419,3.6812689304351807,0.0035873181340267,0.0042502573863067,-0.0004123752753178,-0.0152304172515869,0.084584735491238,0.01617431640625
NCM_C2_2,NCM,0-50_cycles,50,80,102.8419,3.933621883392334,0.0041436926524416,0.0041315203849423,-0.0002767818734612,-0.0197279453277579,-0.0014709310134108,0.0169954299926762
NCM_C2_2,NCM,0-50_cycles,50,95,102.8419,4.089323997497559,0.0041971231399772,0.0042047983415127,-0.0001910121340723,-0.0221562385559082,0.0009135055061365,0.0170121192932128
NCM_C2_2,NCM,50-100_cycles,100,20,103.8857,3.5776472091674805,0.0038818128233349,0.0037993966179287,-6.128869041224132e-05,-0.01923680305481,-0.0107295870573988,0.0153441429138179
NCM_C2_2,NCM,50-100_cycles,100,50,103.8857,3.6878974437713614,0.0034964476093094,0.0042350307697966,-0.0003996818155567,-0.017331838607788,0.0955293572938269,0.0148439407348628
NCM_C2_2,NCM,50-100_cycles,100,80,103.8857,3.9475388526916495,0.0039868550158893,0.0039978670242421,-0.0002736660802371,-0.0195269584655761,0.0013791348399438,0.0165529251098628
NCM_C2_2,NCM,50-100_cycles,100,95,103.8857,4.107576370239258,0.0040620099681725,0.0040585707048354,-0.000179010790636,-0.0230684280395507,-0.0004235243113354,0.0153689384460449
NCM_D1_1,NCM,0-50_cycles,50,20,104.8131,3.583447217941284,0.0038176480915408,0.0037066441070697,-0.0001197740293172,-0.0188808441162113,-0.0147527477058447,0.016580581665039
NCM_D1_1,NCM,0-50_cycles,50,50,104.8131,3.7457916736602783,0.0040486030489646,0.0046347789853633,-0.0003980477099831,-0.0229499340057368,0.0675054873874417,0.0168323516845698
NCM_D1_1,NCM,0-50_cycles,50,80,104.8131,3.9693796634674072,0.0037829562710787,0.003786731102033,-0.0002467100543696,-0.0178418159484858,0.0004986772594755,0.0192091464996337
NCM_D1_1,NCM,0-50_cycles,50,95,104.8131,4.12434720993042,0.0040286052852491,0.0040439773175369,-0.0001932699365375,-0.0197196006774902,0.0019042273141317,0.0172829627990722
NCM_D1_1,NCM,50-100_cycles,100,20,104.5076,3.5907623767852783,0.0038492656976825,0.0038511493426993,-0.0001900067725838,-0.0189111232757572,0.0002446160378219,0.0155458450317391
NCM_D1_1,NCM,50-100_cycles,100,50,104.5076,3.7488410472869873,0.004197644673833,0.0047949874254179,-0.0004526021684514,-0.0233247280120849,0.0664257966957916,0.0162863731384281
NCM_D1_1,NCM,50-100_cycles,100,80,104.5076,3.9683237075805664,0.0038461551966117,0.0038331271282048,-0.0002489373440753,-0.0180211067199711,-0.0016965216091565,0.0162234306335449
NCM_D1_1,NCM,50-100_cycles,100,95,104.5076,4.120018482208252,0.0041058608827037,0.0040892234819159,-0.000226632531193,-0.0212669372558593,-0.0020301683359939,0.0163044929504394
NCM_D1_2,NCM,0-50_cycles,50,20,104.6859,3.585203170776367,0.0037756005334813,0.0037865551591722,-0.0001746578800441,-0.0188438892364501,0.0014486114986382,0.0159785747528076
NCM_D1_2,NCM,0-50_cycles,50,50,104.6859,3.7536444664001465,0.0041027353746775,0.0047385195259338,-0.0004412586323185,-0.0225000381469731,0.0719110757922281,0.0162281990051273
NCM_D1_2,NCM,0-50_cycles,50,80,104.6859,3.9692366123199454,0.00375091747826,0.003759472325339,-0.0003057298616992,-0.017801284790039,0.0011390683177151,0.0192067623138432
NCM_D1_2,NCM,0-50_cycles,50,95,104.6859,4.121735572814941,0.0039967215277596,0.0040074576398736,-0.0002034978430889,-0.0213971138000488,0.0013413133175892,0.0169215202331542
NCM_D1_2,NCM,50-100_cycles,100,20,104.2885,3.592019557952881,0.0037805384732053,0.0037682074821751,-0.0001741990204386,-0.0194530487060542,-0.0016335151696883,0.0148513317108154
NCM_D1_2,NCM,50-100_cycles,100,50,104.2885,3.757898330688477,0.0041542104904787,0.0048225397725143,-0.000454674737544,-0.0233762264251713,0.0744511390487057,0.0159604549407959
NCM_D1_2,NCM,50-100_cycles,100,80,104.2885,3.969942092895508,0.0038100694572866,0.0037738969905874,-0.0002475671747125,-0.017704963684082,-0.0047695974062965,0.0212562084198002
NCM_D1_2,NCM,50-100_cycles,100,95,104.2885,4.11993408203125,0.004070434533883,0.0040428669571808,-0.0002024576433269,-0.0214157104492187,-0.0033978247612947,0.0159182548522958
NCM_D2_1,NCM,0-50_cycles,50,20,103.3036,3.570463895797729,0.0058384390805361,0.0058832283301642,0.0003177947729962,-0.0171322822570796,0.0038210647051182,0.0282208919525146
